survey_id,encounter_id,likelihood_to_recommend,staff_communication,cleanliness,overall,comments
S734114,E002230,1,4,4,2,Great care
S596951,E005283,7,2,2,2,
S855762,E007973,1,4,5,3,
S385766,E006666,3,4,3,3,Great care
S879826,E004295,7,3,5,1,
S742734,E001464,2,1,5,5,Great care
S863465,E005002,6,2,3,4,Long wait time
S559674,E002101,4,1,1,2,Great care
S755627,E001022,3,2,5,5,Nurse was helpful
S308536,E005203,5,2,3,3,Long wait time
S119977,E003853,4,5,2,5,Long wait time
S382360,E006953,6,4,1,5,Great care
S034152,E003979,6,4,1,4,Long wait time
S239344,E004437,4,4,2,5,Great care
S756052,E007643,8,5,1,4,Great care
S240159,E006280,7,2,2,4,Great care
S831213,E005339,2,1,4,4,Great care
S965088,E005197,7,3,5,3,
S870869,E006492,9,5,3,1,Facilities need improvement
S219053,E003126,7,1,1,1,Great care
S148332,E001963,8,5,5,2,Great care
S124500,E004025,9,4,5,3,Nurse was helpful
S550086,E006900,3,1,1,3,
S365967,E005585,0,1,4,2,
S254543,E007767,4,2,1,2,Doctor explained well
S988517,E006358,7,3,1,4,Facilities need improvement
S878009,E007481,4,4,1,4,Doctor explained well
S091373,E001493,1,2,4,1,Nurse was helpful
S407565,E003829,0,2,2,5,
S456784,E006998,3,4,3,2,Facilities need improvement
S086501,E000687,10,5,3,2,
S347081,E005886,1,4,1,3,Facilities need improvement
S362228,E006320,3,3,4,5,Facilities need improvement
S810497,E005187,4,5,5,2,Facilities need improvement
S853453,E001046,10,5,1,3,Nurse was helpful
S961784,E002502,3,1,4,3,Great care
S821214,E005914,2,3,4,4,Great care
S769011,E002739,3,2,2,3,Nurse was helpful
S649142,E004832,7,4,3,1,Great care
S922627,E004408,4,1,2,5,Nurse was helpful
S187427,E006109,4,1,3,3,Great care
S582689,E006103,0,5,3,5,Facilities need improvement
S759944,E004100,6,5,2,4,Nurse was helpful
S219749,E000114,4,1,5,2,Nurse was helpful
S042151,E005768,4,2,5,2,Great care
S084749,E006135,1,3,4,1,
S510197,E006451,9,1,1,1,Facilities need improvement
S701630,E002403,8,2,3,5,Nurse was helpful
S399216,E006129,6,3,5,2,Facilities need improvement
S681354,E007259,5,4,5,3,Nurse was helpful
S183168,E006415,3,4,5,5,Great care
S564560,E004444,5,4,5,1,Nurse was helpful
S067076,E007379,4,2,3,4,Great care
S101412,E001400,10,2,1,4,Long wait time
S112813,E006784,0,4,1,3,Nurse was helpful
S913996,E005373,3,5,1,3,
S517905,E003705,4,5,1,5,Doctor explained well
S588253,E001253,3,5,2,3,Doctor explained well
S429139,E006590,1,1,2,2,Facilities need improvement
S766762,E003233,1,1,4,4,Doctor explained well
S019664,E004153,2,4,3,3,Great care
S868833,E004333,6,1,5,4,Long wait time
S561338,E003149,2,2,5,1,Nurse was helpful
S691943,E002729,10,5,4,3,Doctor explained well
S430770,E007757,3,2,3,1,Long wait time
S731379,E004881,2,1,3,3,Long wait time
S807866,E006329,2,3,3,1,
S081570,E003537,4,4,5,1,Nurse was helpful
S691642,E006561,9,5,5,3,Facilities need improvement
S650307,E002454,8,1,4,1,Great care
S690113,E007373,10,2,1,2,
S699895,E004736,1,3,3,2,Facilities need improvement
S562478,E000699,2,2,2,4,Facilities need improvement
S578575,E005716,7,5,3,4,Facilities need improvement
S430347,E005022,2,4,3,4,Nurse was helpful
S057016,E004258,3,5,2,2,Doctor explained well
S236939,E004127,1,1,4,5,Doctor explained well
S743927,E003456,8,2,2,1,Great care
S874675,E000799,4,5,3,2,Long wait time
S318090,E005048,7,3,1,1,Nurse was helpful
S345583,E000222,6,1,4,4,Doctor explained well
S478278,E004715,10,3,4,2,Doctor explained well
S176664,E001070,0,5,5,1,Nurse was helpful
S953959,E002627,9,5,2,5,Long wait time
S364026,E002384,6,5,4,5,Great care
S864293,E001648,1,4,2,3,Facilities need improvement
S242300,E000534,5,4,2,4,
S756269,E000153,0,3,4,1,Nurse was helpful
S533901,E002880,4,4,1,4,Great care
S368214,E003120,2,2,2,4,Nurse was helpful
S559645,E005737,5,2,4,1,Facilities need improvement
S262063,E002038,4,2,5,2,Great care
S296626,E006050,4,2,3,5,Doctor explained well
S342054,E000079,2,3,2,4,Long wait time
S943621,E001517,10,2,1,1,Nurse was helpful
S704469,E007389,10,4,4,2,Great care
S628221,E004930,0,4,3,4,Great care
S164243,E005558,2,3,2,3,
S178027,E005894,8,4,1,5,Facilities need improvement
S439064,E006632,9,5,1,2,Great care
S003684,E001388,7,5,3,3,
S921136,E002414,8,2,2,5,Great care
S591720,E001634,1,3,5,5,
S708699,E005921,6,3,1,1,Nurse was helpful
S027581,E006385,10,3,1,1,Great care
S234745,E007734,10,3,5,3,Nurse was helpful
S455074,E000848,0,2,2,5,Nurse was helpful
S080221,E006794,6,4,3,2,
S741470,E005461,7,5,1,2,Facilities need improvement
S348431,E007763,10,1,3,4,Nurse was helpful
S027519,E006203,10,1,2,3,Doctor explained well
S289406,E003459,5,1,1,4,
S798004,E005476,3,3,2,5,Long wait time
S614687,E007947,8,4,1,3,Facilities need improvement
S532955,E003742,5,3,1,1,Long wait time
S341109,E006974,5,1,4,1,Doctor explained well
S984916,E002538,2,1,5,4,Doctor explained well
S930177,E001837,8,3,4,4,Great care
S874170,E001210,10,3,4,4,Doctor explained well
S791888,E003807,0,1,3,5,Facilities need improvement
S970488,E002909,1,1,5,5,Nurse was helpful
S875419,E003991,7,3,5,4,Great care
S568471,E005077,6,1,4,2,Facilities need improvement
S037724,E004833,1,5,2,2,Long wait time
S259213,E007721,8,1,3,2,Nurse was helpful
S330619,E002275,10,5,5,2,Doctor explained well
S962820,E002784,3,5,2,5,Great care
S014004,E006574,5,4,3,4,Nurse was helpful
S183473,E003304,4,3,5,4,Facilities need improvement
S233529,E006031,7,1,4,3,Great care
S268262,E000701,2,1,4,4,Facilities need improvement
S541768,E000853,0,3,3,4,Doctor explained well
S497704,E007659,7,3,5,5,Long wait time
S465270,E002123,7,2,4,1,Nurse was helpful
S867425,E004670,8,3,3,5,Doctor explained well
S955685,E004049,9,2,5,1,
S119065,E001694,4,5,5,1,Nurse was helpful
S726338,E003276,7,5,2,5,Facilities need improvement
S254911,E002347,7,2,5,2,
S801049,E007685,2,3,3,2,
S615705,E004229,9,1,5,3,Long wait time
S542417,E006724,1,5,4,5,Nurse was helpful
S170608,E005357,5,3,5,3,Long wait time
S870440,E001180,10,3,1,2,Doctor explained well
S397037,E002407,0,3,5,5,
S709008,E005693,3,5,2,3,
S591499,E001280,8,4,3,5,Nurse was helpful
S127190,E001885,10,4,4,5,Nurse was helpful
S937748,E006798,2,4,3,2,Doctor explained well
S998527,E002599,0,1,2,2,Great care
S244729,E001720,5,3,4,5,Facilities need improvement
S989638,E005889,9,1,4,4,Facilities need improvement
S407747,E003218,2,5,5,3,Facilities need improvement
S104502,E007312,10,1,5,2,Facilities need improvement
S994191,E005086,6,1,5,4,Nurse was helpful
S967324,E005021,4,1,4,5,Facilities need improvement
S393453,E001868,1,1,1,4,Long wait time
S435412,E002109,8,4,2,1,Long wait time
S572411,E000679,4,5,1,5,Doctor explained well
S995100,E007556,9,4,5,4,Great care
S888165,E005789,6,1,3,2,Doctor explained well
S003085,E003498,6,2,3,3,Facilities need improvement
S685106,E007461,8,2,1,1,Facilities need improvement
S190949,E004993,10,2,1,2,Doctor explained well
S740587,E000798,10,1,1,3,Doctor explained well
S060114,E005173,0,5,3,3,Nurse was helpful
S089197,E007062,8,2,4,1,Long wait time
S999726,E004931,4,1,3,1,Facilities need improvement
S967191,E003262,4,2,2,2,Doctor explained well
S275169,E007673,7,1,3,2,Nurse was helpful
S317815,E005913,5,2,1,3,Nurse was helpful
S621147,E002473,0,3,2,3,
S581320,E006226,0,3,1,1,Doctor explained well
S163282,E004163,9,1,5,5,Great care
S899299,E002431,9,3,1,3,Nurse was helpful
S295866,E002897,0,5,4,5,Nurse was helpful
S353173,E005728,0,1,4,3,Great care
S446252,E003411,10,5,1,5,Nurse was helpful
S964699,E003219,8,3,5,3,Long wait time
S534761,E007840,9,2,1,2,Doctor explained well
S691862,E003406,8,3,4,1,Great care
S408071,E001974,5,4,1,1,
S523155,E004161,8,5,5,3,
S935912,E007305,4,3,2,3,Facilities need improvement
S239602,E000069,8,2,2,1,
S608161,E000667,0,2,4,3,
S484221,E001550,6,5,1,3,Long wait time
S989076,E007606,9,4,4,5,
S758865,E004969,2,3,5,3,Doctor explained well
S788974,E003995,0,2,4,4,Facilities need improvement
S821585,E001282,8,2,5,2,Long wait time
S384007,E005330,10,5,3,3,Doctor explained well
S827356,E003645,5,3,4,5,Doctor explained well
S646411,E001522,1,2,2,4,Nurse was helpful
S503449,E007238,1,2,2,5,Nurse was helpful
S770267,E005602,8,5,1,3,Facilities need improvement
S473389,E002749,0,4,3,5,Doctor explained well
S803062,E003826,8,1,2,4,Nurse was helpful
S188857,E005700,9,2,3,1,
S419149,E002223,5,1,5,4,Facilities need improvement
S790012,E000218,9,1,4,4,Nurse was helpful
S134689,E003367,2,3,5,3,Nurse was helpful
S611805,E004533,2,4,1,2,Long wait time
S856170,E005556,9,3,4,3,Facilities need improvement
S929707,E002191,4,1,4,4,
S411054,E003734,0,5,5,2,Great care
S319907,E001597,4,1,2,4,Great care
S750729,E006041,0,1,2,2,Long wait time
S711374,E000577,9,1,2,4,
S768739,E003340,3,2,1,4,
S028303,E002201,0,3,4,2,Doctor explained well
S310000,E001138,1,1,5,5,Long wait time
S266779,E004012,5,3,5,2,Long wait time
S163751,E001206,9,5,5,5,Long wait time
S649666,E000976,1,1,5,2,
S305241,E000723,2,1,4,4,Facilities need improvement
S239137,E003548,10,5,5,3,Great care
S648262,E006012,3,3,2,3,
S989338,E006562,6,3,5,3,Nurse was helpful
S390493,E004041,8,5,3,4,Facilities need improvement
S363022,E006722,7,3,4,5,Nurse was helpful
S056196,E001363,2,3,5,5,Doctor explained well
S466340,E004409,4,3,5,1,Doctor explained well
S640827,E005136,4,5,4,3,
S901689,E002574,8,4,4,4,Great care
S324717,E007743,10,5,3,5,
S864522,E001857,8,3,5,3,Long wait time
S483792,E003240,2,2,3,2,Great care
S975293,E004494,9,1,3,4,Nurse was helpful
S745777,E005475,5,5,5,4,
S003904,E001405,4,3,2,4,
S474470,E005881,6,4,3,4,Doctor explained well
S426216,E001127,6,3,3,3,Nurse was helpful
S270484,E006054,10,4,4,4,
S999578,E004123,5,5,2,4,Facilities need improvement
S005625,E006101,0,1,2,1,Facilities need improvement
S048917,E000759,1,4,4,4,Long wait time
S848292,E001157,5,5,1,1,Great care
S511773,E000404,9,1,2,1,Long wait time
S040335,E006473,2,1,4,3,Facilities need improvement
S354425,E001135,9,5,2,4,
S598292,E005595,1,2,2,1,Long wait time
S195823,E002869,8,4,2,1,
S581458,E006554,0,1,5,3,Nurse was helpful
S157834,E005214,4,4,2,2,Facilities need improvement
S200496,E002204,8,1,4,4,
S000213,E000815,7,2,2,4,Nurse was helpful
S731334,E001788,8,5,1,2,Facilities need improvement
S404261,E003590,4,3,3,4,Doctor explained well
S621050,E005902,3,5,4,4,Long wait time
S494590,E001674,1,2,3,2,Doctor explained well
S384910,E006011,5,1,3,5,
S638140,E005800,7,3,3,4,Long wait time
S327871,E001065,8,1,3,1,Doctor explained well
S130587,E003619,7,1,2,3,
S816960,E002232,10,5,2,4,Nurse was helpful
S744196,E006915,0,3,4,5,Long wait time
S500794,E001895,0,4,4,5,Nurse was helpful
S652442,E003133,7,2,5,5,Great care
S193225,E004177,4,2,1,1,Doctor explained well
S983045,E005016,5,2,2,2,
S663501,E003252,4,5,1,3,Long wait time
S808330,E001933,1,5,3,4,Doctor explained well
S931869,E003855,2,4,3,5,Doctor explained well
S165626,E000106,0,5,3,2,Nurse was helpful
S953081,E004085,6,1,1,3,Facilities need improvement
S071507,E001250,10,2,3,2,
S561779,E006778,1,5,2,1,Facilities need improvement
S592078,E007113,4,2,5,3,Facilities need improvement
S562531,E005316,6,4,2,4,Great care
S268020,E001668,6,5,5,2,Long wait time
S175920,E000731,8,4,2,4,Great care
S068919,E004429,0,3,3,5,Facilities need improvement
S214313,E000192,0,2,4,1,Doctor explained well
S811753,E006426,10,3,2,4,
S353138,E003726,1,5,5,1,Doctor explained well
S335485,E007821,10,3,4,3,Great care
S495141,E004399,9,4,1,1,Great care
S473662,E002816,10,1,1,1,Nurse was helpful
S949327,E007194,4,4,1,4,
S483264,E000279,4,2,2,1,Long wait time
S882056,E005062,4,5,3,2,Great care
S256835,E000986,0,5,5,2,Facilities need improvement
S830513,E005704,1,4,2,5,Long wait time
S807477,E002469,1,4,3,4,Nurse was helpful
S787775,E002761,10,4,1,4,Great care
S028386,E007930,2,5,3,2,Long wait time
S347514,E002076,5,2,4,3,Great care
S681671,E006537,1,2,2,3,Doctor explained well
S435400,E007987,5,1,5,5,Facilities need improvement
S181579,E003081,7,1,3,5,Long wait time
S041782,E002120,10,1,1,2,Nurse was helpful
S450168,E007724,7,4,2,1,Long wait time
S452362,E000850,1,2,5,1,Facilities need improvement
S368124,E000702,7,2,4,1,Great care
S149385,E000469,4,1,5,1,Doctor explained well
S292700,E002246,8,1,3,5,Doctor explained well
S691788,E000685,7,3,3,1,Great care
S683523,E002285,5,2,5,4,Great care
S830737,E001178,8,2,2,1,Long wait time
S850310,E004941,10,1,4,2,Doctor explained well
S381080,E000086,4,5,5,5,
S088148,E003901,0,1,2,3,Facilities need improvement
S992063,E007524,3,1,3,2,Facilities need improvement
S071704,E005786,2,4,5,1,Great care
S710140,E002167,8,1,1,1,Doctor explained well
S221369,E004907,2,3,2,4,Nurse was helpful
S672287,E002973,8,4,2,5,
S415308,E007125,7,2,3,2,Doctor explained well
S238298,E006763,0,4,1,4,Nurse was helpful
S222627,E001848,8,4,1,4,
S983926,E004876,2,2,3,4,Great care
S455969,E004449,6,2,2,3,
S080160,E005630,10,1,5,1,
S410474,E006149,5,3,5,2,Long wait time
S453775,E002746,6,3,5,3,
S095245,E005401,3,3,5,3,Great care
S302102,E004871,2,3,4,3,Great care
S001527,E007021,8,3,5,3,Doctor explained well
S002154,E002029,3,5,3,4,Doctor explained well
S884461,E001055,7,1,2,4,Facilities need improvement
S012891,E005614,8,2,5,4,Great care
S997884,E000508,6,3,2,2,Nurse was helpful
S107096,E001217,9,3,4,1,Facilities need improvement
S571768,E003964,1,4,3,2,Long wait time
S650536,E001056,2,1,1,3,Nurse was helpful
S929904,E003297,6,5,1,4,
S059250,E003449,9,5,2,4,Long wait time
S427722,E002653,1,5,5,3,Long wait time
S302630,E001126,0,2,3,2,Doctor explained well
S974682,E000308,9,5,3,2,Long wait time
S051805,E002509,9,2,4,1,Doctor explained well
S748405,E007220,3,5,2,1,Long wait time
S711514,E004217,1,1,5,1,Great care
S447433,E001875,10,1,2,5,Facilities need improvement
S440464,E003874,1,2,5,3,Facilities need improvement
S697717,E003694,0,1,3,5,Facilities need improvement
S880748,E000154,3,1,5,3,Nurse was helpful
S337790,E006289,5,2,4,5,
S437721,E007739,8,4,3,5,Facilities need improvement
S262275,E004990,4,4,1,5,
S333430,E000461,5,2,4,2,Facilities need improvement
S509787,E002357,8,5,2,3,
S588297,E005351,7,4,4,3,
S123460,E000393,1,2,2,1,Facilities need improvement
S895915,E003234,9,2,4,5,Long wait time
S700420,E007590,2,2,5,3,Nurse was helpful
S039538,E004771,4,1,5,3,Facilities need improvement
S206496,E001889,0,1,2,3,Long wait time
S017376,E003825,9,1,5,5,Long wait time
S232205,E007563,6,4,5,2,Long wait time
S203464,E000684,8,4,2,5,Facilities need improvement
S230242,E004092,0,3,5,5,Doctor explained well
S402732,E002695,4,5,2,3,Nurse was helpful
S440670,E006321,6,2,1,3,Doctor explained well
S765833,E005070,5,1,3,5,Doctor explained well
S020107,E003002,8,5,5,3,Doctor explained well
S556533,E005302,7,4,4,4,Doctor explained well
S663444,E004459,5,2,4,2,Facilities need improvement
S239556,E005838,8,4,4,2,Facilities need improvement
S261160,E005560,1,2,1,3,Doctor explained well
S028613,E000073,8,5,2,1,
S331283,E007553,9,2,1,5,Great care
S449293,E001828,9,4,1,1,Nurse was helpful
S379860,E005985,0,3,3,5,Nurse was helpful
S447318,E002866,1,2,2,3,
S325935,E002459,2,3,4,5,Long wait time
S888727,E007508,10,3,3,2,Great care
S323034,E004945,4,3,3,1,Facilities need improvement
S554027,E007972,2,1,3,5,Nurse was helpful
S012076,E001311,9,4,2,5,Long wait time
S100012,E000824,1,2,1,3,Nurse was helpful
S099142,E006792,9,1,5,4,Doctor explained well
S208214,E002793,8,3,3,5,Long wait time
S134713,E002850,10,5,3,3,Doctor explained well
S136852,E000842,9,1,4,5,Long wait time
S014201,E007381,3,2,2,5,Doctor explained well
S941584,E003104,0,2,4,1,Doctor explained well
S005467,E004726,3,5,5,5,Facilities need improvement
S768827,E000319,6,4,4,2,Nurse was helpful
S514245,E006540,4,5,5,4,Long wait time
S874603,E007078,10,5,2,1,Doctor explained well
S707213,E001785,6,1,2,5,Great care
S046910,E000875,3,1,1,3,Nurse was helpful
S751065,E004396,2,4,4,4,Doctor explained well
S000386,E000797,7,2,3,2,Doctor explained well
S689003,E000808,10,4,2,5,
S616753,E006718,1,2,4,1,Long wait time
S008155,E000148,2,4,1,4,Nurse was helpful
S825752,E007247,7,4,4,1,Doctor explained well
S748757,E006145,7,5,3,2,Nurse was helpful
S692612,E001952,8,1,1,5,Facilities need improvement
S288528,E000725,7,5,1,4,Doctor explained well
S349080,E003754,3,1,2,1,Nurse was helpful
S714174,E003117,4,2,5,2,Great care
S466363,E006437,6,1,2,2,
S415576,E003894,6,1,4,2,
S201149,E001371,1,2,5,3,Great care
S266921,E002263,4,1,5,5,Nurse was helpful
S706213,E004343,9,1,5,5,
S841120,E001988,6,5,2,1,Doctor explained well
S684827,E004407,4,2,1,1,Great care
S290183,E005774,10,3,1,1,Nurse was helpful
S729854,E002422,1,1,3,5,Great care
S493630,E003390,7,4,4,3,Long wait time
S608586,E005471,0,4,3,2,Long wait time
S777207,E006927,6,1,1,1,Doctor explained well
S584636,E002968,9,1,1,1,Long wait time
S837894,E003529,8,2,1,1,Long wait time
S436934,E004654,8,3,1,4,Doctor explained well
S417725,E002197,7,4,4,5,Great care
S532198,E001685,1,3,1,2,
S581965,E001699,6,4,3,5,Facilities need improvement
S748825,E000017,10,4,5,2,
S823662,E003923,1,2,3,2,Doctor explained well
S349371,E001404,0,3,4,4,Facilities need improvement
S533266,E007351,5,3,2,1,Long wait time
S656960,E001198,1,1,3,2,Long wait time
S231362,E006243,8,4,5,1,Doctor explained well
S898875,E004953,4,4,5,4,Great care
S164308,E000908,5,5,5,2,Facilities need improvement
S650581,E004818,6,5,3,5,
S062681,E002061,6,3,4,3,Great care
S367744,E001274,0,5,3,2,Long wait time
S414386,E002071,4,2,3,5,Nurse was helpful
S921699,E000187,10,1,4,4,Long wait time
S262499,E000937,9,1,2,3,
S406400,E000236,6,2,2,3,Great care
S904466,E006731,0,1,3,4,Facilities need improvement
S534360,E004433,9,2,5,1,Doctor explained well
S791957,E006925,0,4,4,2,Facilities need improvement
S533875,E003078,8,2,1,4,Great care
S611667,E006306,8,3,3,2,Doctor explained well
S038010,E001104,10,3,3,2,Nurse was helpful
S168400,E001854,8,3,4,1,Facilities need improvement
S367425,E000974,1,2,2,4,Doctor explained well
S660759,E006198,6,4,4,4,
S833592,E003718,10,5,3,5,Long wait time
S494205,E002429,2,5,2,4,Doctor explained well
S201193,E003693,5,1,1,4,Long wait time
S147129,E002610,2,5,5,4,Great care
S606464,E000382,7,4,3,4,Nurse was helpful
S271246,E002042,7,5,3,3,Great care
S952612,E005839,2,1,4,1,Great care
S129528,E005480,2,5,2,5,Great care
S593365,E004765,10,4,4,2,
S638551,E001472,0,3,2,4,
S603319,E006099,0,3,1,3,Nurse was helpful
S653881,E004290,7,3,3,3,
S004943,E006981,8,3,3,4,Doctor explained well
S732765,E004118,1,5,1,4,Nurse was helpful
S046150,E005445,2,4,2,1,Facilities need improvement
S635782,E003300,8,2,5,4,Long wait time
S427517,E002756,10,5,1,4,Long wait time
S938953,E005088,8,3,5,4,Great care
S049125,E007604,5,1,4,5,
S903428,E006990,1,4,2,1,Nurse was helpful
S148538,E003106,0,1,2,1,Great care
S827999,E001539,8,3,1,4,Nurse was helpful
S610342,E000633,0,1,4,4,Doctor explained well
S784283,E006207,4,1,4,1,Doctor explained well
S704696,E006605,10,5,1,5,Facilities need improvement
S939211,E003600,6,2,5,4,Great care
S089990,E001529,9,3,5,3,Great care
S842708,E003196,7,2,4,4,
S205085,E007522,5,2,3,2,Long wait time
S528875,E001843,6,4,3,4,Facilities need improvement
S788021,E007424,4,1,5,2,Long wait time
S158675,E001800,1,2,3,4,Long wait time
S409972,E000772,0,2,3,5,Long wait time
S971543,E007937,4,3,3,3,
S868543,E000549,9,4,1,5,Nurse was helpful
S964553,E003098,4,3,5,4,Great care
S251670,E004251,8,1,3,5,Long wait time
S431398,E006165,8,1,5,5,Nurse was helpful
S527003,E001377,6,2,5,2,Long wait time
S096370,E000602,5,1,4,1,Nurse was helpful
S744615,E002857,7,1,2,1,Facilities need improvement
S508511,E000470,5,3,1,3,Long wait time
S494497,E003073,0,1,5,4,Long wait time
S484521,E002836,1,5,2,3,Long wait time
S798003,E001553,10,5,5,5,Nurse was helpful
S821922,E000355,9,5,5,5,Doctor explained well
S536631,E007963,5,2,3,2,Great care
S001775,E000201,8,1,4,4,Doctor explained well
S303884,E000220,9,4,1,1,Nurse was helpful
S035440,E007888,3,2,2,4,Facilities need improvement
S332398,E005847,1,3,1,5,Facilities need improvement
S234107,E002105,8,1,3,4,
S083683,E003358,10,4,5,1,
S807216,E005643,1,4,2,3,Facilities need improvement
S550839,E004040,0,3,1,2,Nurse was helpful
S468387,E001687,4,3,2,4,Great care
S367460,E000949,2,5,2,2,Great care
S858010,E001263,3,4,5,1,
S558640,E000792,6,1,2,4,Nurse was helpful
S881564,E006696,0,4,5,4,Great care
S472954,E006893,9,5,4,4,Nurse was helpful
S803033,E000134,7,1,3,2,Great care
S210320,E003261,1,4,4,4,Doctor explained well
S417661,E007684,7,2,2,4,Doctor explained well
S032221,E002295,0,1,1,3,Doctor explained well
S011353,E001143,10,2,4,2,Great care
S685756,E006664,10,4,5,4,
S030638,E006294,8,3,2,1,Facilities need improvement
S470488,E002242,4,4,5,1,Facilities need improvement
S562224,E006472,9,2,1,5,
S327005,E004867,6,5,4,2,
S621809,E003491,0,3,2,5,Facilities need improvement
S691899,E002924,7,1,1,4,
S308538,E006414,5,3,5,5,Facilities need improvement
S057394,E003904,0,3,3,1,Great care
S285525,E001128,7,5,2,4,Great care
S117627,E004912,8,3,2,3,
S621308,E002992,1,4,5,1,Nurse was helpful
S448950,E007020,9,4,5,5,Great care
S130695,E004921,0,1,1,2,Facilities need improvement
S648576,E002904,7,1,2,5,
S096181,E001491,9,2,4,4,Doctor explained well
S468359,E002018,3,3,2,5,Nurse was helpful
S316988,E003004,5,5,4,1,Long wait time
S171627,E007518,4,1,4,5,Long wait time
S607824,E001125,0,4,4,5,Long wait time
S856385,E003944,9,5,2,4,Great care
S373501,E004294,5,5,3,3,Nurse was helpful
S980546,E006184,0,4,4,1,Long wait time
S861426,E003919,9,5,5,5,Great care
S859325,E006646,5,1,2,4,
S115684,E000346,4,4,1,3,Great care
S901818,E004492,10,3,4,2,Great care
S265189,E005106,10,4,1,2,Nurse was helpful
S616747,E007745,10,3,5,5,Long wait time
S058440,E006121,0,4,3,3,
S799228,E006728,4,3,4,1,
S256332,E003559,1,2,4,1,
S749008,E004803,1,4,4,3,Great care
S642507,E002027,2,1,5,5,Great care
S583783,E007768,3,5,1,1,Long wait time
S574158,E006569,0,1,1,2,Doctor explained well
S278742,E006958,3,3,4,3,Doctor explained well
S485466,E000975,9,4,3,5,Nurse was helpful
S438623,E006396,2,1,3,5,
S918517,E007939,10,4,3,4,Nurse was helpful
S426682,E003130,10,2,1,2,Facilities need improvement
S394357,E006549,0,3,2,5,Doctor explained well
S915502,E000563,8,4,5,4,Doctor explained well
S812712,E001870,7,1,1,1,Long wait time
S910335,E006856,2,3,4,2,Doctor explained well
S259532,E005377,2,5,5,5,Nurse was helpful
S184517,E000089,4,3,3,5,Nurse was helpful
S548868,E007999,1,4,4,2,Great care
S963517,E005569,10,4,4,4,Nurse was helpful
S281189,E000161,3,5,5,1,Long wait time
S862706,E001972,6,4,1,5,Great care
S299389,E004701,6,1,5,5,Doctor explained well
S337507,E002185,2,4,2,2,Facilities need improvement
S490398,E007168,3,4,1,5,
S328685,E007211,4,4,3,3,Long wait time
S772993,E003145,3,5,1,4,
S800058,E001098,7,2,5,2,Doctor explained well
S437779,E005354,2,5,1,3,Great care
S237077,E005690,0,2,4,5,Facilities need improvement
S862326,E001650,4,1,3,1,Doctor explained well
S821194,E004331,2,4,3,2,Great care
S822637,E007204,9,4,2,3,Long wait time
S850545,E006200,7,2,2,3,Long wait time
S118897,E003698,4,2,5,1,Nurse was helpful
S752087,E003215,1,3,5,5,Long wait time
S034726,E002276,5,2,4,4,Great care
S902163,E003566,10,5,1,2,Great care
S210117,E001752,9,5,2,1,Doctor explained well
S172463,E003699,8,3,2,3,
S283637,E001879,6,2,5,3,Long wait time
S313412,E000927,8,5,3,4,
S043139,E000261,4,3,2,1,Long wait time
S744039,E005341,10,1,2,3,Doctor explained well
S599022,E002208,3,2,5,5,
S046145,E004779,3,3,3,5,Doctor explained well
S176664,E007439,10,2,1,2,Great care
S689658,E006811,1,3,2,2,Great care
S760169,E001538,6,5,5,4,
S430607,E001419,6,2,1,3,
S278013,E003832,3,1,3,3,Nurse was helpful
S035380,E001925,2,1,5,4,Long wait time
S808186,E006038,0,1,4,4,Long wait time
S162759,E003268,7,4,5,1,Doctor explained well
S671137,E006338,4,4,1,3,Long wait time
S579690,E001663,7,2,1,2,Long wait time
S944924,E001422,8,3,5,5,Nurse was helpful
S414883,E005929,4,2,5,5,Doctor explained well
S426667,E007671,1,2,4,2,Facilities need improvement
S215538,E006834,1,1,5,3,Doctor explained well
S099922,E000705,4,1,1,3,
S907526,E004446,0,1,3,4,Doctor explained well
S416885,E001266,5,3,4,3,Long wait time
S611041,E001376,3,5,2,4,Great care
S222083,E005166,0,1,3,4,Doctor explained well
S351266,E006350,5,2,1,1,Doctor explained well
S860097,E005115,2,3,4,3,Great care
S832645,E001156,10,4,5,1,Doctor explained well
S531026,E007335,1,5,5,5,Long wait time
S304774,E000455,9,5,5,3,Doctor explained well
S163220,E005949,2,4,1,1,Nurse was helpful
S590686,E003924,1,3,1,1,Nurse was helpful
S704298,E001811,9,2,2,3,Great care
S988832,E000941,6,1,3,5,Great care
S434931,E002418,2,4,4,2,Great care
S756334,E006963,10,4,5,2,Great care
S657636,E004809,7,1,3,1,Doctor explained well
S400859,E000956,7,2,3,2,Great care
S281135,E003090,1,2,5,4,Great care
S574843,E004920,10,4,2,4,
S988820,E003931,3,3,4,3,Great care
S103051,E003173,7,3,1,4,Great care
S365417,E003946,5,3,1,4,Great care
S764917,E004662,8,2,5,1,Long wait time
S796766,E005328,1,1,4,2,
S059011,E007694,0,2,1,5,Long wait time
S023760,E006335,4,2,1,1,Doctor explained well
S202113,E006215,5,1,5,1,Facilities need improvement
S279871,E005417,6,1,3,4,Nurse was helpful
S936727,E004336,2,1,2,4,Facilities need improvement
S172328,E002577,0,1,2,3,
S015551,E001249,8,4,4,1,
S003808,E002054,8,5,1,3,Nurse was helpful
S541411,E000615,6,3,1,2,Facilities need improvement
S532010,E000430,6,4,3,5,Nurse was helpful
S367002,E000425,2,3,4,2,Facilities need improvement
S135938,E002971,0,5,4,2,Great care
S754221,E001204,5,4,1,3,Great care
S354178,E003439,6,3,4,3,Nurse was helpful
